Native	Non-Native	Unknown	Native_sd	Non-Native_sd	Unknown_sd	Sample_ID	Donor_Ratio	Donor_1_Proportion	Strain_1	Species_1	Strain_2	Species_2	Species_Comparison	Strain_Comparison	Sample_Type	Mouse_ID	Recipient_Genotype	Cage_ID	Time_Point	Week	Sequencing_Run	log10_Donor_Ratio
0.00627112000114601	0.000361129997133001	0.993367750001721	0.00186966580928091	0.000204102129153653	0.00183135739837147	Mmus_B6Con_vs_Mmus_NY2_m14A_w1	17.3652702653677	0.00627112000114601	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14A	WT	c14	w1	1	Seq_Run_1	1.23968154686616
0.680722259493266	0.00206937992146601	0.317208360585268	0.00322299270872651	0.000569045625379736	0.0033302254014352	Mmus_B6Con_vs_Mmus_NY2_m14A_w2	328.949871617109	0.680722259493266	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14A	WT	c14	w2	2	Seq_Run_1	2.51712972123634
0.018675839826884	0.015660639825738	0.965663520347378	0.00186548364796543	0.0039210149314035	0.00272296003985483	Mmus_B6Con_vs_Mmus_NY2_m14A_w3	1.19253364068756	0.018675839826884	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14A	WT	c14	w3	3	Seq_Run_1	0.0764706390823012
0.242401827505875	0.00492404992490502	0.75267412256922	0.00380046744154216	0.00187381856904647	0.00500558118118473	Mmus_B6Con_vs_Mmus_NY2_m14A_w4	49.2281417131551	0.242401827505875	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14A	WT	c14	w4	4	Seq_Run_1	1.69221344213159
0.012433360105474	0.000280880000573	0.987285759893953	0.00370850851489751	0.000119180420389412	0.00371917042377573	Mmus_B6Con_vs_Mmus_NY2_m14B_w1	44.2657365426863	0.012433360105474	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14B	WT	c14	w1	1	Seq_Run_1	1.64606769489164
0.0397649706380041	0.000974490022928004	0.959260539339068	0.00609358860655129	0.00030211348148677	0.00614182821458549	Mmus_B6Con_vs_Mmus_NY2_m14B_w2	40.805928949918	0.0397649706380041	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14B	WT	c14	w2	2	Seq_Run_1	1.61072326904972
0.00342216	0.00157066	0.99500718	0.000861335622029983	0.00048505953861356	0.00114755567456319	Mmus_B6Con_vs_Mmus_NY2_m14B_w3	2.17880381495677	0.00342216	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14B	WT	c14	w3	3	Seq_Run_1	0.338218127025743
0.0955574600590422	0.000676419998853001	0.903766119942105	0.00313784415228717	0.000294532966601674	0.00323463716730747	Mmus_B6Con_vs_Mmus_NY2_m14B_w4	141.269418735517	0.0955574600590422	Mmus_B6Con	Mmus	Mmus_NY2	Mmus	Mmus_vs_Mmus	Mmus_B6Con_vs_Mmus_NY2	Feces_Output	m14B	WT	c14	w4	4	Seq_Run_1	2.15004815822619
0.711209717070566	0.25084287252103	0.0379474104084042	0.00124664522698439	0.00150749609522702	0.00134047613718924	Mmus_B6Con_vs_Mpah_c13_Inoculum	2.83527975071701	0.711209717070566	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Inoculum	c13	WT	c13	Inoculum	0	Seq_Run_1	0.452595916209077
0.00208160994589701	6.92999980200002e-05	0.997849090056083	0.000661519006480043	4.78215413900476e-05	0.000669579781100121	Mmus_B6Con_vs_Mpah_m13A_w1	30.0376624151742	0.00208160994589701	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13A	WT	c13	w1	1	Seq_Run_1	1.47766613207074
0.569755555700855	0.000244120002638	0.430000324296507	0.00243301605624252	9.4850838707305e-05	0.00239439385417933	Mmus_B6Con_vs_Mpah_m13A_w2	2333.9159001474	0.569755555700855	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13A	WT	c13	w2	2	Seq_Run_1	3.36808520271194
0.00958664008082301	0.000508030011546001	0.989905329907631	0.00261637627671673	0.000256564505708705	0.0025375382873165	Mmus_B6Con_vs_Mpah_m13A_w3	18.8702239295856	0.00958664008082301	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13A	WT	c13	w3	3	Seq_Run_1	1.27577705389076
0.0185069098244961	0.00309437999735902	0.978398710178145	0.00305171644819985	0.00113521400003047	0.00340051085286133	Mmus_B6Con_vs_Mpah_m13A_w4	5.98081355240511	0.0185069098244961	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13A	WT	c13	w4	4	Seq_Run_1	0.776760263802551
0.001293179989443	0.000349689996041	0.998357130014516	0.00053347951810538	8.54703102064583e-05	0.000491971807743473	Mmus_B6Con_vs_Mpah_m13B_w1	3.6980754499233	0.001293179989443	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13B	WT	c13	w1	1	Seq_Run_1	0.567975767599541
0.00139873995975201	0.000178160000328001	0.99842310003992	0.000361449646813492	0.00014352368992657	0.000464655144273797	Mmus_B6Con_vs_Mpah_m13B_w2	7.85103253916065	0.00139873995975201	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13B	WT	c13	w2	2	Seq_Run_1	0.894926777327526
0.123933630012205	0.000392569998680001	0.875673799989115	0.00300150262983893	9.64265593903409e-05	0.00302730276413449	Mmus_B6Con_vs_Mpah_m13B_w3	315.698169572119	0.123933630012205	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13B	WT	c13	w3	3	Seq_Run_1	2.4992720638465
0.3701745	0.0012536	0.6285719	0.00193195221760559	0.000666166232173989	0.00227678376712024	Mmus_B6Con_vs_Mpah_m13B_w4	295.289167198468	0.3701745	Mmus_B6Con	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_B6Con_vs_Mpah	Feces_Output	m13B	WT	c13	w4	4	Seq_Run_1	2.47024751499006
0.702118994143982	0.015377380308644	0.282503625547374	0.00431773292472583	0.0013360836051653	0.00471546451092557	Mmus_B6Con_vs_Mspic_SPITUA_c17_Inoculum	45.6592072285097	0.702118994143982	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Inoculum	c17	WT	c17	Inoculum	0	Seq_Run_1	1.65952836665328
0.737628767383182	0.00815478007441901	0.254216452542399	0.000932785709543444	0.00129588180509404	0.00196986953764193	Mmus_B6Con_vs_Mspic_SPITUA_m17A_w1	90.4535451173077	0.737628767383182	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17A	WT	c17	w1	1	Seq_Run_1	1.95642559269625
0.0650542419270682	0.001695950048959	0.933249808023973	0.0018067879147792	0.00059488209298704	0.00212133959298099	Mmus_B6Con_vs_Mspic_SPITUA_m17A_w2	38.3585837135942	0.0650542419270682	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17A	WT	c17	w2	2	Seq_Run_1	1.58386256365176
0.423974775610826	0.00282793995378101	0.573197284435393	0.0040107399313234	0.000924820812160021	0.00450086642540585	Mmus_B6Con_vs_Mspic_SPITUA_m17A_w3	149.923542416084	0.423974775610826	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17A	WT	c17	w3	3	Seq_Run_1	2.17586983524049
0.761196184757355	0.0357722092730401	0.203031605969605	0.00278074178670144	0.00123309553424326	0.00325736698176781	Mmus_B6Con_vs_Mspic_SPITUA_m17A_w4	21.2789816515759	0.761196184757355	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17A	WT	c17	w4	4	Seq_Run_1	1.32795084008524
0.00497435005875102	8.22500007820002e-05	0.994943399940467	0.00157852568490673	4.68910860414382e-05	0.00159883197600224	Mmus_B6Con_vs_Mspic_SPITUA_m17B_w1	60.4784195921809	0.00497435005875102	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17B	WT	c17	w1	1	Seq_Run_1	1.7816004337603
0.606823076044809	0.042751960355254	0.350424963599937	0.00135060818205116	0.0058158663208571	0.00603013924053776	Mmus_B6Con_vs_Mspic_SPITUA_m17B_w2	14.194040951627	0.606823076044809	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17B	WT	c17	w2	2	Seq_Run_1	1.15210605388991
0.722411970031335	0.00436725000156601	0.273220779967099	0.00148993556525468	0.000677210921315714	0.0017584733819011	Mmus_B6Con_vs_Mspic_SPITUA_m17B_w3	165.415758148101	0.722411970031335	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17B	WT	c17	w3	3	Seq_Run_1	2.21857687976778
0.836007209983551	0.00499393000391601	0.158998860012533	0.000847200866057387	0.000629470783010513	0.000923958489646576	Mmus_B6Con_vs_Mspic_SPITUA_m17B_w4	167.404671136358	0.836007209983551	Mmus_B6Con	Mmus	Mspic_SPITUA	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_SPITUA	Feces_Output	m17B	WT	c17	w4	4	Seq_Run_1	2.22376757205892
0.429677538563168	0.530466520612075	0.0398559408247571	0.00199809903650625	0.00270837779410756	0.0021001788572652	Mmus_B6Con_vs_Mspic_ZBN_c12_Inoculum	0.809999353149351	0.429677538563168	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Inoculum	c12	WT	c12	Inoculum	0	Seq_Run_1	-0.0915153279408313
0.01626482000686	0.002714890017151	0.981020289975989	0.00194236818366434	0.000623803018079347	0.00218243244418794	Mmus_B6Con_vs_Mspic_ZBN_m12A_w1	5.99096829120477	0.01626482000686	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12A	WT	c12	w1	1	Seq_Run_1	0.777497020977239
0.012197380345976	0.0468832613785151	0.940919358275509	0.00178291434490077	0.00600591580352852	0.00499911913078531	Mmus_B6Con_vs_Mspic_ZBN_m12A_w2	0.260164928533868	0.012197380345976	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12A	WT	c12	w2	2	Seq_Run_1	-0.584751248784409
0.11295209	0.00186709	0.88518082	0.00396720268855917	0.000937375022128876	0.00378516986197448	Mmus_B6Con_vs_Mspic_ZBN_m12A_w3	60.4963285112126	0.11295209	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12A	WT	c12	w3	3	Seq_Run_1	1.78172901835983
0.141188868565127	0.001239829982357	0.857571301452516	0.0023391119260565	0.000391389227918124	0.00261180114930252	Mmus_B6Con_vs_Mspic_ZBN_m12A_w4	113.877604650855	0.141188868565127	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12A	WT	c12	w4	4	Seq_Run_1	2.05643832343929
0.0967901500681164	0.000490049991668002	0.902719799940216	0.00226562007723527	0.000311665557645352	0.00217928710713006	Mmus_B6Con_vs_Mspic_ZBN_m12B_w1	197.510767704879	0.0967901500681164	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12B	WT	c12	w1	1	Seq_Run_1	2.29559077706293
0.0773106076619612	0.00863471970498803	0.914054672633051	0.00319810794661957	0.00226531289569457	0.0024359424933926	Mmus_B6Con_vs_Mspic_ZBN_m12B_w2	8.95345886182051	0.0773106076619612	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12B	WT	c12	w2	2	Seq_Run_1	0.951990842512565
0.0889444408909141	0.00422424005096501	0.906831319058121	0.00262776667200805	0.000818637819327187	0.00272553378371853	Mmus_B6Con_vs_Mspic_ZBN_m12B_w3	21.0557259572867	0.0889444408909141	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12B	WT	c12	w3	3	Seq_Run_1	1.32337021957764
0.028280910267078	0.0556894905875721	0.91602959914535	0.00151104748605963	0.0072459073987324	0.00729555887256279	Mmus_B6Con_vs_Mspic_ZBN_m12B_w4	0.507832087682794	0.028280910267078	Mmus_B6Con	Mmus	Mspic_ZBN	Mspic	Mmus_vs_Mspic	Mmus_B6Con_vs_Mspic_ZBN	Feces_Output	m12B	WT	c12	w4	4	Seq_Run_1	-0.294279861431372
0.0742555311303231	0.00725264007845001	0.918491828791227	0.0165216531167324	0.00300573607168053	0.0168954039066778	Rag1_MpahFL1_4w_m71_c603	10.2384139192238	0.0742555311303231	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m603A	Rag1	c603	w4	4	Seq_Run_2	1.01023268325301
0.440393845614793	0.0607909094236311	0.498815244961575	0.00460636278049449	0.00796127913638183	0.0101822161603176	Rag1_MpahFL1_4w_m72_c603	7.24440298377245	0.440393845614793	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m603B	Rag1	c603	w4	4	Seq_Run_2	0.860002600775213
0.528194044695806	0.118892088727185	0.352913866577009	0.00336550577680121	0.00514669464592815	0.00665450723467622	Rag1_MpahFL1_4w_m73_c603	4.44263407557606	0.528194044695806	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m603C	Rag1	c603	w4	4	Seq_Run_2	0.64764054337755
0.0498078710726852	0.00987832020973304	0.940313808717582	0.0073629533458381	0.00281287752566019	0.00684054248366292	Rag1_MpahFL1_4w_m74_c680	5.04213975809468	0.0498078710726852	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680A	Rag1	c680	w4	4	Seq_Run_2	0.702614879287298
0.0972142120557152	0.00333013005443401	0.899455657889851	0.0111247277441881	0.000968911781250519	0.0113538616482277	Rag1_MpahFL1_4w_m75_c680	29.1923169565934	0.0972142120557152	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680B	Rag1	c680	w4	4	Seq_Run_2	1.46526856574958
0.0758565588536653	0.00409862989593202	0.920044811250403	0.0170500177230703	0.00162959675530716	0.0160927749734458	Rag1_MpahFL1_4w_m76_c680	18.5077844986576	0.0758565588536653	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680C	Rag1	c680	w4	4	Seq_Run_2	1.2673544340098
0.0279218792074911	0.00379443984790102	0.968283680944608	0.00477941882393689	0.000981311959974871	0.00477896695745276	Rag1_MpahFL1_4w_m77_c680	7.35863008157495	0.0279218792074911	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680D	Rag1	c680	w4	4	Seq_Run_2	0.86679697148581
0.0959654180579564	0.0203970695004791	0.883637512441565	0.0071133878707138	0.0047728596216736	0.0106939797813981	Rag1_MpahFL1_4w_m78_c34	4.70486302239164	0.0959654180579564	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m34A	Rag1	c34	w4	4	Seq_Run_2	0.672546983876894
0.466922825419469	0.31938841665546	0.213688757925071	0.0028201022385314	0.00318192526433368	0.00380599563170005	Rag1_MpahFL1_4w_m79_c34	1.46192786297307	0.466922825419469	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m34B	Rag1	c34	w4	4	Seq_Run_2	0.164925943425082
0.026817160224143	0.00544349007204601	0.967739349703811	0.0054410112851544	0.00166040037295625	0.00521106213161387	Rag1_MpahFL1_4w_m80_c34	4.92646443168095	0.026817160224143	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m34C	Rag1	c34	w4	4	Seq_Run_2	0.692535351597388
0.249279547526417	0.00208130006083801	0.748639152412745	0.00689990278183343	0.000719955703327253	0.00715004407622421	Rag1_MpahFL1_4w_m81_c158	119.77107588516	0.249279547526417	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m158A	Rag1	c158	w4	4	Seq_Run_2	2.07835195077344
0.20680436	0.00070444	0.7924912	0.0256636084528354	0.000414752054981179	0.0255864082267215	Rag1_MpahFL1_4w_m82_c158	293.572710237919	0.20680436	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m158B	Rag1	c158	w4	4	Seq_Run_2	2.46771568222522
0.103346148378161	0.00302592994396301	0.893627921677876	0.0176470249690591	0.00147599635860836	0.0182885270160805	Rag1_MpahFL1_4w_m83_c158	34.1535165360803	0.103346148378161	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m158C	Rag1	c158	w4	4	Seq_Run_2	1.53343542642427
0.03038745	0.00523536	0.96437719	0.00698026109098602	0.00172112432128924	0.00735242671540793	Rag1_MpahFL1_4w_m84_c129	5.80427133950674	0.03038745	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m129A	Rag1	c129	w4	4	Seq_Run_2	0.763747706745716
0.0441882713976941	0.00470701014889401	0.951104718453412	0.00589172301642858	0.00195240360272277	0.00493882623162297	Rag1_MpahFL1_4w_m85_c129	9.3877578335107	0.0441882713976941	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m129B	Rag1	c129	w4	4	Seq_Run_2	0.972561878015765
0.13501443	0.00153696	0.86344861	0.0082116822765632	0.000884020081722632	0.00818576729797247	Rag1_MpahFL1_4w_m86_c129	87.8451163335415	0.13501443	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m129C	Rag1	c129	w4	4	Seq_Run_2	1.94371762230998
0.32977907	0.00113671	0.66908422	0.00829750127328169	0.000586790707436078	0.00834768573528683	Rag1_MpahFL1_4w_m87_c232	290.117153891494	0.32977907	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m232A	Rag1	c232	w4	4	Seq_Run_2	2.46257340829308
0.31119117	0.00076848	0.68804035	0.0182909658929119	0.000375846850606881	0.0181327366929571	Rag1_MpahFL1_4w_m88_c232	404.94374609619	0.31119117	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m232B	Rag1	c232	w4	4	Seq_Run_2	2.60739469616068
0.446541784498879	0.332116543341338	0.221341672159782	0.00435033457070491	0.00166928106254585	0.00532299348949523	Rag1_MpahFL1_6w_m71_c603	1.34453339784384	0.446541784498879	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m603A	Rag1	c603	w6	6	Seq_Run_2	0.128571594450092
0.0649535706948433	0.00902978006083705	0.92601664924432	0.0128663285361595	0.00152860129904206	0.0130935167029555	Rag1_MpahFL1_6w_m72_c603	7.19326165833792	0.0649535706948433	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m603B	Rag1	c603	w6	6	Seq_Run_2	0.856925858257895
0.181700283603906	0.00651617011207101	0.811783546284023	0.0135690941424063	0.00279764093314865	0.0156953390651598	Rag1_MpahFL1_6w_m73_c603	27.8845211955581	0.181700283603906	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m603C	Rag1	c603	w6	6	Seq_Run_2	1.44536319163151
0.0360871001601021	0.0339257000448281	0.92998719979507	0.00727920752853022	0.00382720223337639	0.00902936316946817	Rag1_MpahFL1_6w_m74_c680	1.06370981622835	0.0360871001601021	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680A	Rag1	c680	w6	6	Seq_Run_2	0.0268231670574669
0.0261447300912571	0.0146814000176101	0.959173869891133	0.00775025003447847	0.00293670901917743	0.00770931793086453	Rag1_MpahFL1_6w_m76_c680	1.78080633045193	0.0261447300912571	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680C	Rag1	c680	w6	6	Seq_Run_2	0.250616690833543
0.114024968852065	0.00656419995196901	0.879410831195966	0.0183808765394202	0.00142998775720276	0.018448926603954	Rag1_MpahFL1_6w_m77_c680	17.370733628835	0.114024968852065	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m680D	Rag1	c680	w6	6	Seq_Run_2	1.23981816065934
0.121597822499198	0.0531220011223172	0.825280176378484	0.00606056722087998	0.0123083089640772	0.0140977145184519	Rag1_MpahFL1_6w_m78_c34	2.2890294026991	0.121597822499198	Mmus_FL1	Mmus	Mpah	Mpah	Mmus_vs_Mpah	Mmus_FL1_vs_Mpah	Feces_Output	m34A	Rag1	c34	w6	6	Seq_Run_2	0.35965137124508
